	Locustag	Gene	Description	FeatureType	pil	pcnB	pil-pcnB	WT	cluster
28	DN756_08720		GAF domain-containing protein	CDS	0.51867639234205	0.4963681988810841	0.5108915862852993	0.4728458503883429	0
29	DN756_08725	proQ	RNA chaperone ProQ	CDS	0.49345933964011207	0.5000287354040555	0.5577457511734834	0.4420280770947615	0
30	DN756_08730		carboxy terminal-processing peptidase	CDS	0.5070067950920275	0.48661188178557324	0.5516524366479291	0.4492578050251511	0
31	DN756_17440		hypothetical protein	CDS	0.5103513102908377	0.4747701586227791	0.5872818539237364	0.41138164837243935	0
32	DN756_08705		spore coat U domain-containing protein	CDS	0.5185986319651583	0.5508407693137246	0.5419488568691537	0.36595265038519387	0
33	DN756_08655		hypothetical protein	CDS	0.526660570530009	0.5074485266523524	0.4945317798878728	0.46964130453814945	0
34	DN756_17350	hrpB	ATP-dependent helicase HrpB	CDS	0.4648383941444501	0.5206497507390119	0.506297336041829	0.5064702477950317	0
35	DN756_08915		hypothetical protein	CDS	0.5425210324117145	0.5249977989007786	0.4709127347739868	0.4563873757762694	0
36	DN756_09095		cysteine desulfurase	CDS	0.4744353147335473	0.5128665724554725	0.5212564543733827	0.490072157713071	0
37	DN756_09090	sufD	Fe-S cluster assembly protein SufD	CDS	0.48763134725591045	0.5205888333633951	0.532642465360251	0.45551612468240765	0
38	DN756_09085	sufC	Fe-S cluster assembly ATPase SufC	CDS	0.48512353875127223	0.5159592997409153	0.4987510461115674	0.49968845009958385	0
39	DN756_09080	sufB	Fe-S cluster assembly protein SufB	CDS	0.5143643480737027	0.4758834781058838	0.519478785861091	0.4889846866077182	0
40	DN756_17300	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	CDS	0.4675687788498846	0.5331628757763528	0.5375317401182585	0.45626353492707916	0
41	DN756_09070		vago -PB, isoform B	CDS	0.5161648229434386	0.5924412426444241	0.5063555320588824	0.35523418293157744	0
42	DN756_09065		hotdog fold thioesterase	CDS	0.42021578477589705	0.5274978312416768	0.5767807357447993	0.4609649825466056	0
43	DN756_09060		FAD-binding oxidoreductase	CDS	0.4554789017120266	0.5128166894189509	0.551286509107296	0.47501705024649826	0
44	DN756_17305		cobalamin-binding protein	CDS	0.4667253919942216	0.5288568351440065	0.5491276491012614	0.4482596138197454	0
45	DN756_09045		phosphoenolpyruvate synthase	CDS	0.5006534643095532	0.4662877552023859	0.5300229402212319	0.5009965277947576	0
46	DN756_17310		hypothetical protein	CDS	0.4937376979928204	0.5276899398295011	0.5589537122172927	0.40661672442485175	0
47	DN756_09035		3-deoxy-7-phosphoheptulonate synthase	CDS	0.47547098909676394	0.49997590691612553	0.5441411258361064	0.47734878883742604	0
48	DN756_09030		YdiU family protein	CDS	0.4731430646245719	0.5085209334217098	0.5509457069835051	0.4626023439478306	0
49	DN756_09025		lipoate--protein ligase A	CDS	0.4556215793105066	0.50916151803032	0.525325305307168	0.507145786364819	0
50	DN756_09020		lipoprotein	CDS	0.5276626671441359	0.44015646665959995	0.5779965865539014	0.4401753519815845	0
51	DN756_09010		4-amino-4-deoxy-L-arabinose-phospho-UDP flippase	CDS	0.5300307184971337	0.395243585363818	0.6395838132521243	0.39215110799797365	0
52	DN756_09005	arnE	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	CDS	0.5194516257113383	0.4689114045687997	0.5930497568455335	0.3982261783416767	0
53	DN756_17335	fhuD	Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD	CDS	0.5395153706884638	0.41812040418571866	0.5457629017970239	0.48604665148167925	0
54	DN756_08925	thrS	threonine--tRNA ligase	CDS	0.4897012172793532	0.49211095018120143	0.536596679136209	0.4796702351062313	0
55	DN756_17330	fhuB	Fe(3+)-hydroxamate ABC transporter permease FhuB	CDS	0.481177709392563	0.4134160869226898	0.6027323346690294	0.484013309529478	0
56	DN756_08935		50S ribosomal protein L35	CDS	0.5037581914970383	0.5038869356420559	0.5000244916151673	0.49224094544631836	0
57	DN756_08945		phenylalanine--tRNA ligase subunit alpha	CDS	0.5044893157222545	0.47075906746685253	0.5855718092869951	0.42541989479593684	0
58	DN756_08950		phenylalanine--tRNA ligase subunit beta	CDS	0.490179666168203	0.47336030789869016	0.5934085051004061	0.4283926468274027	0
59	DN756_17345		bifunctional glycosyl transferase/transpeptidase	CDS	0.46542513607687	0.5214928549131798	0.5253000959970445	0.48526740476547997	0
60	DN756_08955	ihfA	integration host factor subunit alpha	CDS	0.5318894094961641	0.46171057850276565	0.523189559403432	0.47978086945574044	0
61	DN756_08975		vitamin B12 ABC transporter ATP-binding protein	CDS	0.5680139216833541	0.5077344395528658	0.489088735849302	0.4246859217482555	0
62	DN756_08980		UDP-4-amino-4-deoxy-L-arabinose aminotransferase	CDS	0.5028468782196855	0.49038090327857825	0.5926718073421123	0.39422292620576554	0
63	DN756_08985		undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	CDS	0.4985695378342956	0.4816622194545078	0.6136452683048267	0.3779806965718641	0
64	DN756_08990	arnA	bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	CDS	0.4849994828693927	0.47863768651882277	0.6183401245896436	0.3915826311045917	0
65	DN756_08995		4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD	CDS	0.523014429253142	0.4177895803000605	0.646560573813998	0.3658786653728572	0
66	DN756_09000		4-amino-4-deoxy-L-arabinose lipid A transferase	CDS	0.5295460501116875	0.45148415967122474	0.6083369063543208	0.38166640243062044	0
67	DN756_08970		glutathione peroxidase	CDS	0.49543171972116595	0.49000527620528955	0.5276190883915439	0.4858604099430023	0
68	DN756_17475		IS200/IS605-like element IS1541B family transposase	CDS	0.47153113883299247	0.4324470633293909	0.6076319326999381	0.47056493376789654	0
69	DN756_08645		alanine racemase	CDS	0.6374094520782984	0.5261042428945035	0.4202936184710668	0.37453543261237904	0
70	DN756_08640		hypothetical protein	CDS	0.3818896470454716	0.5639373254755473	0.5076136963573323	0.5276962437666366	0
71	DN756_08365		hypothetical protein	CDS	0.6067166443153627	0.5435881143149929	0.47123321640825727	0.3381510479648181	0
72	DN756_08360		NAD(P)/FAD-dependent oxidoreductase	CDS	0.4503371100553114	0.5731511838733043	0.5568228075293211	0.39829959671938475	0
73	DN756_17605	ftsZ	cell division protein FtsZ	CDS	0.4786074266702531	0.5291878581716887	0.49671491286078107	0.49413503947953935	0
74	DN756_08350		beta-N-acetylhexosaminidase	CDS	0.46529027387795485	0.5030795882589485	0.5552491311004598	0.471290028882395	0
75	DN756_08345	thiK	thiamine kinase	CDS	0.4698836652134514	0.516703004182017	0.5593492518263038	0.4464927335536445	0
76	DN756_08340	lpoB	penicillin-binding protein activator LpoB	CDS	0.4801331337686178	0.5289159056892349	0.5016042159629026	0.48796859437335155	0
77	DN756_08335		DUF1425 domain-containing protein	CDS	0.510608364928126	0.523801076217538	0.49578636832779016	0.4680891017734928	0
78	DN756_08325		shikimate 5-dehydrogenase	CDS	0.48198875473404496	0.5202602774951884	0.49245767445612815	0.5044814395394703	0
79	DN756_08315		metal-dependent hydrolase	CDS	0.5017514571742475	0.511660034272739	0.5451032661564976	0.43509988942432226	0
80	DN756_08310		DNA polymerase III subunit delta'	CDS	0.4849107054087409	0.5110784600030719	0.5028359379993704	0.5008157694773389	0
81	DN756_17625		UDP-N-acetylmuramate--L-alanine ligase	CDS	0.48022978629983304	0.5137914828079856	0.5134300868664439	0.4917186293447748	0
82	DN756_08295		aminodeoxychorismate lyase	CDS	0.5207739631217795	0.45013000768625466	0.564830017666554	0.4551313070506224	0
83	DN756_08290		beta-ketoacyl-ACP synthase II	CDS	0.491426769385316	0.49136651002807835	0.5880449387671011	0.4138379310125333	0
84	DN756_08280	fabG	3-oxoacyl-ACP reductase FabG	CDS	0.519672930533405	0.47979586252498113	0.5208555428063757	0.4779597044758146	0
85	DN756_08275	fabD	[acyl-carrier-protein] S-malonyltransferase	CDS	0.48906170666099186	0.5022313433282587	0.558232793684072	0.44380003707999754	0
86	DN756_08270		3-oxoacyl-ACP synthase III	CDS	0.5004026713204766	0.48459148401786695	0.559856124370656	0.44869742606500557	0
87	DN756_08265	plsX	phosphate acyltransferase PlsX	CDS	0.5252067806864872	0.4691143394596635	0.5963972644903458	0.38522704596470453	0
88	DN756_17660	ftsI	peptidoglycan glycosyltransferase FtsI	CDS	0.49549967029294095	0.5226628164104317	0.49883673814185	0.4821468300855061	0
89	DN756_08190		LuxR family transcriptional regulator	CDS	0.5542758173079814	0.4067837784620359	0.5813660029958326	0.4351078561556526	0
90	DN756_08195		N-methyl-L-tryptophan oxidase	CDS	0.4613639403405601	0.5415957180184664	0.534989604928116	0.4556352876987826	0
91	DN756_17655		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	CDS	0.4793187029131441	0.5290099993314106	0.5068148846175416	0.48326046225110336	0
92	DN756_08205		hypothetical protein	CDS	0.5231683414968464	0.6275608588813104	0.3838332833345469	0.43027231547034567	0
93	DN756_17650		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	CDS	0.467982111854866	0.5171225906642247	0.5293171875962847	0.48311518722116364	0
94	DN756_08380		transcription-repair coupling factor	CDS	0.47984630433236364	0.5110053182497895	0.5764185190769043	0.4199556879055129	0
95	DN756_08215		dihydroorotase	CDS	0.49270612123962754	0.5079296221874905	0.5632582780418646	0.4266008546812679	0
96	DN756_17645		phospho-N-acetylmuramoyl-pentapeptide-transferase	CDS	0.4947561925493718	0.5144055123510068	0.5229761319151744	0.46593909928657967	0
97	DN756_08230		ribonuclease E	CDS	0.3962417089864552	0.5601478999335268	0.6116769497236678	0.3937996285375377	0
98	DN756_08240	rluC	23S rRNA pseudouridine(955/2504/2580) synthase RluC	CDS	0.5125404167522845	0.4854722793167561	0.5516053871633649	0.44424147044455703	0
99	DN756_08245		IS200/IS605-like element IS1541B family transposase	CDS	0.4860156040293029	0.5996601651347755	0.559312615270164	0.3022679562742558	0
100	DN756_08250		septum formation inhibitor Maf	CDS	0.5311754445898843	0.45615507480875883	0.5346162494535123	0.47324482100833865	0
101	DN756_17640		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	CDS	0.5004430483512385	0.48882999225382	0.5106849932598374	0.4998027927985696	0
102	DN756_08220		antibiotic biosynthesis monooxygenase	CDS	0.5664963466848105	0.514774889105886	0.476133209115509	0.43288089576251	0
103	DN756_08385	lolC	lipoprotein-releasing ABC transporter permease subunit LolC	CDS	0.5155898337333739	0.4752721671176983	0.5628034018409467	0.4376480565366381	0
104	DN756_08390	lolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD	CDS	0.49076306164050726	0.46760242093768717	0.5961060443039863	0.4302989393511256	0
105	DN756_08395	lolE	lipoprotein-releasing ABC transporter permease subunit LolE	CDS	0.5171106764313913	0.47163481660077455	0.5561368304481281	0.44818408484654265	0
106	DN756_08565	motA	flagellar motor stator protein MotA	CDS	0.4077301549206576	0.6506184935651474	0.5251048663691333	0.36703756744351046	0
107	DN756_17495	pdhR	pyruvate dehydrogenase complex transcriptional repressor PdhR	CDS	0.48573843443001424	0.5254759521137458	0.5268596882934519	0.4586415440395231	0
108	DN756_08575	cheA	chemotaxis protein CheA	CDS	0.4825332037567376	0.5085022949248807	0.5625993164415817	0.4382569251795728	0
109	DN756_08580	cheW	chemotaxis protein CheW	CDS	0.46397525293973324	0.5485564398058371	0.5421414848351147	0.43576990192971393	0
110	DN756_08585		DUF2339 domain-containing protein	CDS	0.49446300327151055	0.4748849195884883	0.5911882462264847	0.42483774439991373	0
111	DN756_08590		hypothetical protein	CDS	0.4536113059729007	0.535268669296203	0.5935192192112295	0.39428311045532227	0
112	DN756_08550	mgtA	magnesium-translocating P-type ATPase	CDS	0.5264444320077799	0.4992851157597514	0.5669650553029786	0.39002725450161574	0
113	DN756_08595		HAMP domain-containing protein	CDS	0.5064619502493178	0.5027721281805806	0.5209563268805693	0.4683171847770836	0
114	DN756_17485		pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	CDS	0.4418126905600964	0.5522731354350833	0.5645432832157338	0.4255429610659192	0
115	DN756_08610		chemotaxis response regulator protein-glutamate methylesterase	CDS	0.46620722870647185	0.5712111229996181	0.496551129340115	0.45804546588128486	0
116	DN756_08615	cheY	chemotaxis protein CheY	CDS	0.5025022994574893	0.4831803598800445	0.519535140591376	0.49407632665087853	0
117	DN756_08620	cheZ	protein phosphatase CheZ	CDS	0.5081168204012257	0.4931017925051494	0.523237807878971	0.4742258064040443	0
118	DN756_17480	lpdA	dihydrolipoyl dehydrogenase	CDS	0.5033065917586917	0.4960871588681646	0.5089557708262691	0.4914712899458119	0
119	DN756_08635		cell surface protein	CDS	0.3958652645410354	0.5587043876876291	0.5035303152174171	0.526875052707467	0
120	DN756_17490	aceE	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	CDS	0.46807584700902066	0.5373239545013556	0.5610357910169746	0.42122061982264186	0
121	DN756_09100	sufE	cysteine desulfuration protein SufE	CDS	0.5201977715583614	0.47316027857906573	0.5275718355689787	0.4766356968955158	0
122	DN756_08545		MgtC family protein	CDS	0.5069944720836986	0.45205588553136605	0.5602521857965457	0.474045957627757	0
123	DN756_08530		cold-shock protein	CDS	0.46307788578200304	0.49211654012748096	0.6509477394681942	0.3459005971574429	0
124	DN756_08400		N-acetylglucosamine kinase	CDS	0.5020535238174376	0.4718867025970269	0.5356403446833684	0.4882157517758734	0
125	DN756_17585	secA	preprotein translocase subunit SecA	CDS	0.4758939463646831	0.49879159942585305	0.5199265649958168	0.5043889958824421	0
126	DN756_17565		IS200/IS605-like element IS1541B family transposase	CDS	0.16307396991203166	0.8287866711853846	0.42984637878017457	0.3189853047589336	0
127	DN756_08435		porin family protein	CDS	0.4512166432858183	0.49055833830759604	0.6584548816358479	0.34956147726643216	0
128	DN756_08440		adenylosuccinate lyase	CDS	0.4929178646437689	0.49790539195769284	0.5770368936840946	0.41970301726565445	0
129	DN756_08445	hflD	lysogenization regulator HflD	CDS	0.4893238549443806	0.4991226503801582	0.5802968809819332	0.41796444200732824	0
130	DN756_08535	dsrB	protein DsrB	CDS	0.5257267213536859	0.40696252187275483	0.6152679063237835	0.42360160964474564	0
131	DN756_08450	mnmA	tRNA 2-thiouridine(34) synthase MnmA	CDS	0.49147604453276417	0.5055236243653942	0.5575780759336544	0.43818244156632774	0
132	DN756_08475		hypothetical protein	CDS	0.45490215103476694	0.5255680907898926	0.5315334007307415	0.48406038759128217	0
133	DN756_08485		SDR family oxidoreductase	CDS	0.435228505238968	0.5546417598897744	0.5518174381647027	0.4454729861070948	0
134	DN756_08490		transcriptional regulator	CDS	0.5150809980633018	0.5378429661516189	0.5108260736502258	0.42950347108543346	0
135	DN756_17540		guanosine monophosphate reductase	CDS	0.4569221762003738	0.5198071440024701	0.5163390607619969	0.5043972960590977	0
136	DN756_17520		carboxylating nicotinate-nucleotide diphosphorylase	CDS	0.5062133931252724	0.5011437941350503	0.5082274205578696	0.4840534962311698	0
137	DN756_08520		NAD(P)H-quinone oxidoreductase	CDS	0.44404151922417195	0.5718201280051958	0.5346951879348042	0.4358324522251358	0
138	DN756_08455		NUDIX hydrolase	CDS	0.5082932309353806	0.4955761211968454	0.5098191086483397	0.4859287766142008	0
139	DN756_09105		L,D-transpeptidase	CDS	0.5200393736082058	0.48407515942588214	0.523585922985039	0.47020003315173897	0
140	DN756_09115	pykF	pyruvate kinase PykF	CDS	0.45351887316379474	0.5418865245057792	0.5549954037985512	0.4389302085819256	0
141	DN756_09135		multidrug resistance protein MdtK	CDS	0.5028008536036229	0.5092227968771017	0.5026996963222148	0.48494995625701764	0
142	DN756_16825		30S ribosomal protein S16	CDS	0.48516235787565715	0.5220498658862136	0.5513947469086797	0.433641853503824	0
143	DN756_09910		endonuclease III	CDS	0.511548866902532	0.529379667675346	0.5497309651459598	0.3948047494425152	0
144	DN756_09905		electron transport complex subunit E	CDS	0.521119269273766	0.47563604252074665	0.5225527528204545	0.4786895473754816	0
145	DN756_09900		electron transport complex subunit G	CDS	0.47533932048557576	0.5207851177155263	0.545022298176739	0.45363651314293707	0
146	DN756_09895	rsxD	electron transport complex subunit RsxD	CDS	0.5062075573052851	0.49988654191327286	0.5545572517254194	0.4316637681109641	0
147	DN756_16830		signal recognition particle protein	CDS	0.4979112087335553	0.5160043346172852	0.5005209315426971	0.48508015003841715	0
148	DN756_09885	rsxC	electron transport complex subunit RsxC	CDS	0.4958057169099129	0.4596217383008775	0.6081603521736137	0.4160114599440657	0
149	DN756_09880	rsxB	electron transport complex subunit RsxB	CDS	0.5678024713614126	0.41815322870062577	0.5795783651012539	0.4084570351330382	0
150	DN756_09875		electron transport complex subunit A	CDS	0.5700762440267211	0.49363538378913424	0.49524004796548105	0.4313635111583832	0
151	DN756_09865		type I secretion system permease/ATPase	CDS	0.4140186379070265	0.4990240035788617	0.5274102427409855	0.5490009537055739	0
152	DN756_09860		HlyD family type I secretion periplasmic adaptor subunit	CDS	0.4033146921262362	0.6474568750568094	0.4838887696019136	0.4289388216400287	0
153	DN756_16840		DUF21 domain-containing protein	CDS	0.5248062680044642	0.5170636212645526	0.48331954652552295	0.4728909055737661	0
154	DN756_16850	gshA	glutamate--cysteine ligase	CDS	0.4540005364696453	0.5326859750124688	0.55209510955696	0.45312267093313496	0
155	DN756_16855		DedA family protein	CDS	0.4946715645068579	0.5151903367941192	0.5412399951745442	0.4437772276331435	0
156	DN756_16860		fructose-1-phosphate/6-phosphogluconate phosphatase	CDS	0.5183023552401277	0.5016323975595667	0.5078174886698053	0.4710084972399856	0
157	DN756_16895		alanine--tRNA ligase	CDS	0.4649510309533235	0.5194027546858371	0.5571989003962788	0.45118810116999264	0
158	DN756_09820		oxidoreductase	CDS	0.46710419273849235	0.5418370984906681	0.4829979162274246	0.5049150866683441	0
159	DN756_09710		cycle-inhibiting factor	CDS	0.5269451382797232	0.459834332667079	0.550838835755105	0.4554753393631163	0
160	DN756_09720		hypothetical protein	CDS	0.472343469825989	0.5134020403591283	0.5613792654824242	0.44515537933876864	0
161	DN756_09735	ydfG	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	CDS	0.4792412826702052	0.5237236109576163	0.5294721250585004	0.4644358309779377	0
162	DN756_09740		DUF1283 family protein	CDS	0.5153602961004359	0.5103214439904438	0.49452611746740976	0.47897777417056536	0
163	DN756_09745		DUF1161 domain-containing protein	CDS	0.5039052973634326	0.48576139297170046	0.5288684593537555	0.48001403426155026	0
164	DN756_09750	clcB	voltage-gated ClC-type chloride channel ClcB	CDS	0.4608031278386879	0.4926230172271232	0.5872262922043149	0.447379393821508	0
165	DN756_16820	rimM	ribosome maturation factor RimM	CDS	0.5115043235159867	0.4982587679833584	0.5396216223229445	0.4459933092252754	0
166	DN756_09755		dethiobiotin synthase	CDS	0.4469861703901591	0.5893792806312455	0.5199662812354284	0.4271656510309962	0
167	DN756_16920		sugar-binding transcriptional regulator	CDS	0.44980921523337103	0.48196389313254945	0.5569870512241001	0.5051216688841778	0
168	DN756_09780	fumC	class II fumarate hydratase	CDS	0.4925159478082813	0.5058912401578401	0.5080117278970837	0.4933823857872231	0
169	DN756_09790		DUF945 domain-containing protein	CDS	0.4955193969780184	0.5225443400225567	0.5109024326730193	0.46945355917036424	0
170	DN756_16900	recX	recombination regulator RecX	CDS	0.48798692342026007	0.4537893691153227	0.5728948154521379	0.4772164094798158	0
171	DN756_09810		adenosine deaminase	CDS	0.48885671105765005	0.5060198288597599	0.5199036897078176	0.48442048086639966	0
172	DN756_09815		bile acid:sodium symporter	CDS	0.4825174634691453	0.5220424053674695	0.5128610788277461	0.481271376947652	0
173	DN756_09765		LysR family transcriptional regulator	CDS	0.4920241973514813	0.4871573099292821	0.5527150842642566	0.4637844113700371	0
174	DN756_09925		exoribonuclease 2	CDS	0.4982107554780096	0.4648947204708921	0.5885014973724272	0.43511484644256077	0
175	DN756_16815	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	CDS	0.5232243709579055	0.5033506627889874	0.532704154783314	0.4348570470651088	0
176	DN756_16810	rplS	50S ribosomal protein L19	CDS	0.5280961177557667	0.4998121429939235	0.5321044553338176	0.43378238869392854	0
177	DN756_10070		anthranilate synthase component 1	CDS	0.5449760148353375	0.43337303991581105	0.6162077142382588	0.36807200985891786	0
178	DN756_10075		glutamine amidotransferase	CDS	0.49029443099462944	0.44325192977721845	0.5898138870415784	0.46395977879265404	0
179	DN756_10080	trpD	anthranilate phosphoribosyltransferase	CDS	0.4163755863706533	0.5618178034373036	0.5272430204604689	0.4827079077362411	0
180	DN756_10090	trpB	tryptophan synthase subunit beta	CDS	0.47954153488546225	0.532587841801729	0.5118483934345583	0.4737101742871193	0
181	DN756_10095		tryptophan synthase subunit alpha	CDS	0.466694218025305	0.5536546289865422	0.5255519522212866	0.4466074385631277	0
182	DN756_16755	pgeF	peptidoglycan editing factor PgeF	CDS	0.5291954890205014	0.5118581365853951	0.49246842018854114	0.4641424754627417	0
183	DN756_10055		PHP domain-containing protein	CDS	0.5358168561984102	0.4709105671265049	0.543667387127519	0.4422321862508223	0
184	DN756_10120		SulP family inorganic anion transporter	CDS	0.4474161572630921	0.5415862887400605	0.49435326829745474	0.5119745308043364	0
185	DN756_10135	yciA	acyl-CoA thioester hydrolase YciA	CDS	0.5169406280014135	0.510683496031948	0.5122575981506372	0.45778478255511285	0
186	DN756_16710		YfiM family lipoprotein	CDS	0.5114029739974462	0.5357166480912179	0.5063548902433919	0.44167793274181155	0
187	DN756_10175		DUF440 family protein	CDS	0.5256618664643488	0.49700390764926355	0.5696349630185517	0.3901060456253305	0
188	DN756_16685		tRNA/rRNA methyltransferase	CDS	0.4840381593372702	0.5181622296041413	0.5032911813629184	0.49387544065216554	0
189	DN756_16680	emrB	multidrug efflux MFS transporter subunit EmrB	CDS	0.4334599141727496	0.44064800008901345	0.679921508977311	0.394523236898566	0
190	DN756_16675	emrA	multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	CDS	0.5774548716737364	0.4425544359686632	0.5342147809695216	0.4304718459764971	0
191	DN756_10130		intracellular septation protein A	CDS	0.48871578406561955	0.5302101356841729	0.5067417527480463	0.4724900956049086	0
192	DN756_09705		hypothetical protein	CDS	0.4560596013820982	0.6205994585576053	0.46124396677004537	0.4405904619297175	0
193	DN756_10050		threonylcarbamoyl-AMP synthase	CDS	0.4995436828848908	0.49092853887979	0.551079371300835	0.45360423843900594	0
194	DN756_10030	sohB	protease SohB	CDS	0.4857849315946999	0.501520757306137	0.5292035934372205	0.4821135622648931	0
195	DN756_09940	fsa	fructose-6-phosphate aldolase	CDS	0.46386178482865253	0.5954968302293757	0.4958330121324255	0.42937791494443306	0
196	DN756_16805		DUF481 domain-containing protein	CDS	0.45107006137284283	0.5591100207578923	0.538975795831736	0.4398145926737264	0
197	DN756_09960	yciH	stress response translation initiation inhibitor YciH	CDS	0.5292670010735733	0.4950606262209235	0.5158409800954286	0.45683640528587566	0
198	DN756_09965		orotidine-5'-phosphate decarboxylase	CDS	0.47972612499139444	0.5199045036421842	0.5227943525542537	0.47565556554159416	0
199	DN756_09975	lapB	lipopolysaccharide assembly protein LapB	CDS	0.5125576585262409	0.5053548936859712	0.5055430270914395	0.4757387159701872	0
200	DN756_09980		LapA family protein	CDS	0.4935953484383797	0.5067343078014195	0.499321053283455	0.5002623901962967	0
201	DN756_10045	rluB	23S rRNA pseudouridine(2605) synthase RluB	CDS	0.5228903394183151	0.4801441478205691	0.5465368613612431	0.44423501598822673	0
202	DN756_09985		phosphatidylglycerophosphatase B	CDS	0.47151485097410256	0.48375112683476795	0.545608242780348	0.4959538668133385	0
203	DN756_16785		bifunctional chorismate mutase/prephenate dehydrogenase	CDS	0.48807797051351315	0.5162259057859011	0.5039521950834305	0.49124626610848454	0
204	DN756_10005		hypothetical protein	CDS	0.45235411373487416	0.6164241356418548	0.41994547508698943	0.48892007397865306	0
