	Locustag	Gene	Description	FeatureType	pil	pcnB	pil-pcnB	WT	cluster
83	DN756_05375		hypothetical protein	CDS	0.5213881100736568	0.5798719767846323	0.3942015826101893	0.4863209243712688	0
84	DN756_05750		voltage-gated potassium channel protein	CDS	0.3501930104502323	0.6942569233789228	0.42174354641484274	0.46637384235146334	0
85	DN756_05740	hdeB	acid-activated periplasmic chaperone HdeB	CDS	0.34488009296502214	0.6927998909595015	0.37164376914127156	0.5128030239979187	0
86	DN756_05735		HoxN/HupN/NixA family nickel/cobalt transporter	CDS	0.2988088936185761	0.7491857174927282	0.4185367358648514	0.4174458126882388	0
87	DN756_05730	yut	urea transporter	CDS	0.2986978554723091	0.7783028405804252	0.39910812083560127	0.3817551405858993	0
88	DN756_05725		urease accessory protein UreD	CDS	0.25893461510610966	0.8146680927243747	0.37325466402988267	0.36048539440124305	0
89	DN756_05720	ureG	urease accessory protein UreG	CDS	0.2864612379402952	0.7710145408535998	0.42773768665572326	0.3748559834982452	0
90	DN756_05715		urease accessory protein UreF	CDS	0.2681030529433095	0.7828962512473852	0.41233865568726114	0.38101318325130235	0
91	DN756_05710	ureE	urease accessory protein UreE	CDS	0.2569843860070091	0.7958790919925476	0.4037268028878794	0.37086407875076	0
92	DN756_05705		urease subunit alpha	CDS	0.2413017797893041	0.817207130821691	0.3635536728692353	0.37652979078418575	0
93	DN756_05700		urease subunit beta	CDS	0.258364992097222	0.7761994152172234	0.4346743643955368	0.3765902224067678	0
94	DN756_05695		urease subunit gamma	CDS	0.27901161959510384	0.7614215749880016	0.456597221176519	0.3659353479613429	0
95	DN756_05690		ABC transporter ATP-binding protein	CDS	0.3745795819260359	0.5817112692019967	0.4676347747996877	0.5501089469237558	0
96	DN756_05685		ATP-binding cassette domain-containing protein	CDS	0.4079808767292949	0.5940269376132389	0.4300389463555541	0.5438291149161085	0
97	DN756_05680		ABC transporter permease	CDS	0.38485193322112315	0.6199832999166144	0.4136062487841108	0.5444626417737086	0
98	DN756_05675		ABC transporter permease	CDS	0.37871978841641263	0.6053675994382697	0.46820205389842584	0.5204692384161335	0
99	DN756_05670		ABC transporter substrate-binding protein	CDS	0.3983404286956544	0.6014206880152865	0.4737108692553429	0.5051891440273922	0
100	DN756_05665		cold-shock protein CspB	CDS	0.2232304546906949	0.8272050633107272	0.32569633300309403	0.39977724547555105	0
101	DN756_05755		fluoride ion transporter CrcB	CDS	0.3044830806099733	0.7049334132218487	0.5042376214620522	0.39509917444604603	0
102	DN756_05655		DUF1198 domain-containing protein	CDS	0.32128756753578297	0.5052868789456196	0.5537984672642077	0.5785902924938758	0
103	DN756_05760	crcB	fluoride efflux transporter CrcB	CDS	0.37869146132978054	0.6946042575992616	0.45355219086652193	0.41037557505420813	0
104	DN756_05775		PTS N,N'-diacetylchitobiose transporter subunit IIC	CDS	0.502678585873544	0.5495157052477926	0.4091084112610269	0.5272352765375945	0
105	DN756_14885	glnS	glutamine--tRNA ligase	CDS	0.4476749246615012	0.5416740030373158	0.4701338608920968	0.533994933595385	0
106	DN756_14900		PTS N-acetyl glucosamine transporter subunit IIABC	CDS	0.4420956783890772	0.5734911435409746	0.3908654933996387	0.5682283744228406	0
107	DN756_05885		3',5'-cyclic-nucleotide phosphodiesterase	CDS	0.4779262025582403	0.5187345423395211	0.4376113488513137	0.5576713430405057	0
108	DN756_05880		deoxyribodipyrimidine photo-lyase	CDS	0.48666193238019095	0.513035057413868	0.4490148311528828	0.5462058905221325	0
109	DN756_14905		glucosamine-6-phosphate deaminase	CDS	0.49799331760267923	0.5802309470557047	0.4243585367423754	0.48503044852440635	0
110	DN756_14910		N-acetylglucosamine-6-phosphate deacetylase	CDS	0.2925651374812496	0.7793847160727091	0.2600570428772902	0.48921921378126537	0
111	DN756_14965		2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	CDS	0.4319504283651998	0.5728630934560719	0.4200016561912692	0.5557385287953779	0
112	DN756_14970	miaB	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	CDS	0.372346324482675	0.5961937571579701	0.4887158490193583	0.5167862589963029	0
113	DN756_15015		zinc ribbon-containing protein	CDS	0.42373121128631397	0.5870757623694299	0.42629243623813823	0.542280986782995	0
114	DN756_15025	lptE	LPS assembly lipoprotein LptE	CDS	0.5343169976905737	0.5527626863997367	0.3674157081458691	0.5234161402849049	0
115	DN756_15035		nicotinate-nicotinamide nucleotide adenylyltransferase	CDS	0.48491352995326265	0.5306387548404575	0.4563574311373708	0.5244228021123175	0
116	DN756_15050		penicillin-binding protein 2	CDS	0.41085767282099284	0.4261329603154019	0.42697065234049897	0.6835954467789256	0
117	DN756_05805		hypothetical protein	CDS	0.5795414091642397	0.43685338405325547	0.30076893537638677	0.6187317055216267	0
118	DN756_15060	rlpA	endolytic peptidoglycan transglycosylase RlpA	CDS	0.28106006945377365	0.2601403266283541	0.2651597622803877	0.8848856131092547	0
119	DN756_15065		serine-type D-Ala-D-Ala carboxypeptidase	CDS	0.43349592583390617	0.5291010307612768	0.4857512109626102	0.5442234307535063	0
120	DN756_15070		DUF493 family protein	CDS	0.1725352712769422	0.20528729375182328	0.18182194572959565	0.9460599807837496	0
121	DN756_15100	cspE	cold shock-like protein CspE	CDS	0.49633933805757247	0.3848200214897603	0.3282379915651161	0.7055640534001784	0
122	DN756_05770		PTS sugar transporter subunit IIB	CDS	0.4586999059982049	0.5337673317404965	0.40016231276928765	0.5869897403217567	0
123	DN756_16110		DNA-binding protein HU-beta	CDS	0.44529478404895223	0.5295879255664061	0.4317711247617958	0.578638816719896	0
124	DN756_15125		glycogen synthase	CDS	0.46728965629231434	0.44033823734260324	0.2666441269902887	0.7187791895970603	0
125	DN756_15145	iolB	5-deoxy-glucuronate isomerase	CDS	0.4821797295024787	0.5470626010154422	0.45382825321094333	0.5121182828357522	0
126	DN756_15330		phosphatase PAP2 family protein	CDS	0.4360825551136901	0.5899079900514156	0.4365133617057701	0.520861453220856	0
127	DN756_05465		YaeP family protein	CDS	0.5090658774385513	0.5056638810693416	0.3985158721561775	0.5712626991579355	0
128	DN756_15335		alpha/beta fold hydrolase	CDS	0.44437331359335175	0.568306943013061	0.40292824746701056	0.5632125745066224	0
129	DN756_15340		1-acyl-sn-glycerol-3-phosphate acyltransferase	CDS	0.4452452556336979	0.5386721577253599	0.39446940041765866	0.5966429928871375	0
130	DN756_05450	tilS	tRNA lysidine(34) synthetase TilS	CDS	0.4759509381130743	0.5560928110868243	0.434929006695736	0.5244694930131765	0
131	DN756_05445		VOC family protein	CDS	0.4902848433130181	0.5646870657700368	0.4141395364747371	0.5188812335188521	0
132	DN756_15350		CDP-alcohol phosphatidyltransferase family protein	CDS	0.4935507955799848	0.4521890720992365	0.4409759811901784	0.5978903237800014	0
133	DN756_05435		DNA polymerase III subunit alpha	CDS	0.4551478226892887	0.6015480264339397	0.4348854855931968	0.4917876023396701	0
134	DN756_05430		ribonuclease HII	CDS	0.5033067221458497	0.5971351778795451	0.4238972045111492	0.45871895839304205	0
135	DN756_05425		lipid-A-disaccharide synthase	CDS	0.40602973949584403	0.6122598531686605	0.44001976021500866	0.5163916473599798	0
136	DN756_05420		acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	CDS	0.4124674574571326	0.5966156704120815	0.45672167748559345	0.5150977069181503	0
137	DN756_05415		beta-hydroxyacyl-ACP dehydratase	CDS	0.45429483918054964	0.5539506015722804	0.4840858290319534	0.5024100319878911	0
138	DN756_05405		molecular chaperone Skp	CDS	0.47949253090853916	0.5444097097567937	0.4330316621338313	0.5349659431356903	0
139	DN756_05400	bamA	outer membrane protein assembly factor BamA	CDS	0.44529421213875503	0.5550233050672166	0.4259758878950903	0.5587546316586363	0
140	DN756_05395		protease RseP	CDS	0.44813081896680973	0.5385192010266471	0.4643198311117267	0.5418329388788905	0
141	DN756_05385		(2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase	CDS	0.4847816658018187	0.5202581923837141	0.4229466096716842	0.5616353934068545	0
142	DN756_05380		1-deoxy-D-xylulose-5-phosphate reductoisomerase	CDS	0.4483217693816674	0.5890160634783602	0.40013078394670154	0.54033602859808	0
143	DN756_15325		hypothetical protein	CDS	0.40808596775237055	0.6446315344955159	0.43476999675221645	0.47842562387652837	0
144	DN756_15130		antibiotic biosynthesis monooxygenase	CDS	0.0813204941198869	0.05092636361514177	0.07859611690611441	0.992278253884623	0
145	DN756_15305		aldo/keto reductase	CDS	0.4805807114959794	0.5462719270281052	0.4632214896188124	0.506018787234572	0
146	DN756_15295		glycosyl hydrolase	CDS	0.4152797883884406	0.4341344299497907	0.4689906742745637	0.6473930348186582	0
147	DN756_15160		gfo/Idh/MocA family oxidoreductase	CDS	0.3312393936985807	0.5695619030173009	0.43350174400752856	0.6147812136328974	0
148	DN756_15165		ABC transporter permease	CDS	0.5042577956677562	0.4828935935713139	0.40510027255391334	0.5902809686690088	0
149	DN756_15170		sugar ABC transporter ATP-binding protein	CDS	0.394057503847801	0.5121021412191207	0.38266348690695917	0.6603322924166588	0
150	DN756_15175		sugar ABC transporter substrate-binding protein	CDS	0.49311796528280966	0.5240102133651018	0.38571315517316906	0.5774714975916655	0
151	DN756_15180	iolG	inositol 2-dehydrogenase	CDS	0.43213907017401565	0.5522287886426758	0.32248447281522435	0.6358482160205116	0
152	DN756_15185	iolD	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	CDS	0.4510224077236855	0.5671569483130456	0.39204778267531964	0.5667541969943655	0
153	DN756_15190	mmsA	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	CDS	0.5004122218778966	0.5253826064343485	0.364402741016643	0.5837562568324509	0
154	DN756_15195		hypothetical protein	CDS	0.3944967973545162	0.6153641018520243	0.23501692984542882	0.6406764719535986	0
155	DN756_15205		alpha-2-macroglobulin family protein	CDS	0.4283982102759012	0.3594914659386295	0.2714713478221217	0.783290601667951	0
156	DN756_15210	pbpC	penicillin-binding protein 1C	CDS	0.39280386529095435	0.5967669306532738	0.48918089394334063	0.5002763305333872	0
157	DN756_05570		murein transglycosylase D	CDS	0.2851775367829043	0.6341829315157684	0.3877353700410153	0.605100871514542	0
158	DN756_15215		transcriptional regulator	CDS	0.5043780763156623	0.5190046261171013	0.24032928850126456	0.6468993641128701	0
159	DN756_05560		hypothetical protein	CDS	0.4270748035359873	0.6332341320556958	0.38018815438743797	0.5216115541740243	0
160	DN756_05555		hypothetical protein	CDS	0.3680680878875078	0.6440838783421996	0.3325187942555125	0.5823341753712936	0
161	DN756_05550	dkgB	2,5-didehydrogluconate reductase DkgB	CDS	0.48835882036910083	0.5797260082936789	0.42678174381505596	0.4932349957391079	0
162	DN756_05505	metI	D-methionine ABC transporter permease MetI	CDS	0.44885031947056886	0.5707254211096406	0.4689517676499983	0.5028818191467392	0
163	DN756_05500		methionine ABC transporter substrate-binding protein MetQ	CDS	0.4547610444763467	0.5605693549813494	0.4802317358649973	0.49832907857224973	0
164	DN756_15300		hypothetical protein	CDS	0.34975761510653547	0.6202549847882457	0.3001810053035673	0.6347005030526299	0
165	DN756_16130		trigger factor	CDS	0.4457155761277016	0.5466079001110075	0.4626584584059817	0.5371262231531675	0
166	DN756_16160		cytochrome o ubiquinol oxidase subunit II	CDS	0.47166262907388495	0.5311388701638231	0.4595791153469696	0.5331162177922418	0
167	DN756_16170		cytochrome o ubiquinol oxidase subunit III	CDS	0.43394061139665435	0.49080458877180827	0.3144079904894954	0.6869890952100995	0
168	DN756_04105		acyl-homoserine-lactone synthase	CDS	0.38644914218285203	0.5838613691268401	0.4962107660393254	0.5133593651762237	0
169	DN756_17115		dihydroxyacetone kinase	CDS	0.47950399692385093	0.515307933427924	0.44760476326050563	0.551528445854609	0
170	DN756_17120		D-threitol dehydrogenase	CDS	0.4695266870310623	0.5446336175841201	0.4299293466590778	0.5459667294297043	0
171	DN756_17135	mutS	DNA mismatch repair protein MutS	CDS	0.44282440577033383	0.5767645260571123	0.43617239445683537	0.5300970377676679	0
172	DN756_17155	surE	5'/3'-nucleotidase SurE	CDS	0.4845665436376453	0.5651681334184095	0.4602701524691963	0.4836647935310155	0
173	DN756_17200		siroheme synthase	CDS	0.3715613088690669	0.5552029152842146	0.5150478793973483	0.5370452481306482	0
174	DN756_04060		lysine 6-monooxygenase	CDS	0.4536789123175647	0.5577455984218064	0.4568912968023866	0.5237801398160167	0
175	DN756_04055		TonB-dependent siderophore receptor	CDS	0.4592551447615448	0.5430655787690855	0.41528145941165745	0.567191148234151	0
176	DN756_17255		enolase	CDS	0.47330177415562535	0.5797863750928897	0.3991576569442334	0.5296285063519282	0
177	DN756_17260	pyrG	CTP synthase (glutamine hydrolyzing)	CDS	0.4506861377221184	0.5227409574592344	0.44591263768295086	0.56989982998274	0
178	DN756_17275		23S rRNA methyltransferase	CDS	0.411301091124266	0.5942801866252371	0.4883764451675318	0.48903059212097005	0
179	DN756_17280		hypothetical protein	CDS	0.44443003921156815	0.5707722806094082	0.45148815034282214	0.522359449071572	0
180	DN756_17310		hypothetical protein	CDS	0.44470823634780776	0.567776200979914	0.4857542014293023	0.4938700496274494	0
181	DN756_17375		glutamyl-tRNA synthetase	CDS	0.46871581449026456	0.5255335383834991	0.4355212663002361	0.5607505790287568	0
182	DN756_17385		polynucleotide adenylyltransferase PcnB	CDS	0.5893038439438251	0.00012605503755353485	0.00015798618770497918	0.8079114670949559	0
183	DN756_03980		RHS repeat-associated core domain-containing protein	CDS	0.34926624682896185	0.3593368706552445	0.5240759037561844	0.6886468974124877	0
184	DN756_17390	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	CDS	0.4639738626355704	0.44626244617183547	0.4113513385460881	0.6452659608286341	0
185	DN756_17110	dhaL	dihydroxyacetone kinase subunit L	CDS	0.47963847872148824	0.5387027779251867	0.446017889596343	0.5299191343454657	0
186	DN756_17430		hypoxanthine phosphoribosyltransferase	CDS	0.47754682482654204	0.5440543561766894	0.4592250059058656	0.5148458813800628	0
187	DN756_17100	arsB	arsenical efflux pump membrane protein ArsB	CDS	0.3263145765819282	0.4641453936245479	0.5406906938644166	0.621080851625363	0
188	DN756_04125		hypothetical protein	CDS	0.41851066216174804	0.5623752808150881	0.4508079155340852	0.5525894429654796	0
189	DN756_17015		autoinducer 2 ABC transporter substrate-binding protein	CDS	0.34812214670910935	0.48428614030755585	0.190084932971027	0.7798369211149544	0
190	DN756_17020		sugar ABC transporter ATP-binding protein	CDS	0.22397420643384924	0.6385908074866563	0.23024298506727958	0.6993035844847189	0
191	DN756_04225		ABC transporter permease	CDS	0.4065644312048393	0.5818377078269863	0.3782301519123216	0.5942324437575804	0
192	DN756_04220		sugar ABC transporter ATP-binding protein	CDS	0.4243834343045133	0.5478574814128944	0.4297479698489543	0.5788502078763806	0
193	DN756_04215		ABC transporter substrate-binding protein	CDS	0.4228947938154202	0.5639738429947821	0.33817183991372607	0.6234848069286654	0
194	DN756_17030		ABC transporter permease	CDS	0.2553906670330769	0.6517525669737603	0.1923110598577749	0.687757700714353	0
195	DN756_17035		L-ribulose-5-phosphate 3-epimerase	CDS	0.2733178892071257	0.6322446038083078	0.24579329988113535	0.6820188751993449	0
196	DN756_17040		carbohydrate kinase	CDS	0.20813151853606646	0.588653352412299	0.2210692515683714	0.7491974957890827	0
197	DN756_17045		fumarate hydratase	CDS	0.5062437245377297	0.4960319288384018	0.40576888854606125	0.5770799130338157	0
198	DN756_17055	map	type I methionyl aminopeptidase	CDS	0.3280758419719807	0.7159936152016972	0.40705928118752843	0.4626252549352148	0
199	DN756_17075		cytochrome-c peroxidase	CDS	0.46702430983621757	0.6369625686631631	0.3215662044238941	0.5222663652930756	0
200	DN756_17095		transcriptional regulator	CDS	0.2766705826611103	0.3953895344850546	0.4921397984253129	0.7245128870596754	0
201	DN756_04155		Hcp family type VI secretion system effector	CDS	0.19116782686836917	0.8033594933795501	0.38393371087134637	0.4131141392205492	0
202	DN756_04150		OmpA family protein	CDS	0.2964665126077339	0.7378828301158673	0.5290607875421925	0.29619456275840317	0
203	DN756_04145		DotU family type IV/VI secretion system protein	CDS	0.2619410408426057	0.7831423624047468	0.3278013553387618	0.458934856779778	0
204	DN756_04140	tssK	type VI secretion system baseplate subunit TssK	CDS	0.49142373834359504	0.715317296405378	0.3514797985529683	0.3511208140581695	0
205	DN756_04135	tssC	type VI secretion system contractile sheath large subunit	CDS	0.4827764291507709	0.5994166679220171	0.4461134110901148	0.4567377826710194	0
206	DN756_04120		IS1 family transposase	CDS	0.4388267130592332	0.5994899874875957	0.4406701180061158	0.5038379877542261	0
